id,web_name,first_name,second_name,team,element_type,now_cost,cost_change_start,cost_change_event,status,chance_of_playing_next_round,news,news_added,form,total_points,points_per_game,minutes,starts,selected_by_percent,transfers_in_event,transfers_out_event,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,expected_goals,expected_assists,expected_goal_involvements,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,defensive_contribution,defensive_contribution_per_90,penalties_order,corners_and_indirect_freekicks_order,direct_freekicks_order,value_season,ep_this,ep_next
11,Mosquera,Cristhian,Mosquera,1,2,53,-2,0,a,100,,2026-09-04T14:00:08.080310Z,1.5,12,6.0,168,2,1.6,988,7995,0,0,2,0,0,0,0,0,52,24.6,2.0,0.0,2.7,0.00,0.01,0.01,0.0,0.01,0.01,0.28,10,5.36,,,,2.3,1.5,1.5
12,Saka,Bukayo,Saka,1,3,95,0,0,a,,,,5.8,32,6.4,416,5,13.6,85676,39575,3,0,3,4,0,0,0,4,137,155.6,125.6,240.0,52.1,3.22,0.98,4.20,0.7,0.21,0.91,0.77,31,6.71,1,2,2,3.4,5.8,5.8
13,Rice,Declan,Rice,1,3,74,-1,0,d,75,Unspecified injury - 75% chance of playing,2026-09-21T13:00:08.896379Z,4.2,20,4.0,411,5,11.8,7145,65258,0,2,3,4,1,0,0,0,91,120.2,108.4,5.0,23.4,0.12,0.69,0.81,0.03,0.15,0.18,0.77,42,9.2,,1,1,2.7,4.2,3.2
14,Eze,Eberechi,Eze,1,3,63,-2,0,a,,,,0.8,4,1.0,85,0,1.0,1821,5823,0,0,0,0,0,0,0,0,18,3.0,5.9,9.0,1.6,0.04,0.09,0.13,0.04,0.1,0.14,1.41,5,5.29,,,3,0.6,0.8,0.8
15,Ødegaard,Martin,Ødegaard,1,3,68,3,0,a,,,,4.5,29,5.8,377,5,19.8,63513,77119,2,0,3,4,0,0,0,6,137,121.8,166.9,73.0,36.2,1.08,1.32,2.40,0.26,0.32,0.58,0.77,23,5.49,3,,4,4.3,4.5,4.5
16,Madueke,Noni,Madueke,1,3,62,-3,0,a,,,,0.2,2,1.0,23,0,0.2,632,1368,0,0,0,0,0,0,0,0,11,11.6,43.9,0.0,5.6,0.00,0.05,0.05,0.0,0.2,0.2,0.59,3,11.74,,5,,0.3,0.2,0.2
17,Merino,Mikel,Merino Zazón,1,3,58,-2,0,a,,,,0.8,4,0.8,81,0,0.4,567,2522,0,0,0,0,1,0,0,0,19,10.0,4.2,16.0,3.0,0.14,0.15,0.29,0.16,0.17,0.33,1.07,10,11.11,,,,0.7,0.8,0.8
18,Martinelli,Gabriel,Martinelli Silva,1,3,63,-2,0,u,0,Has joined Al Hilal permanently,2026-09-04T12:34:46.738449Z,0.0,0,0.0,0,0,0.1,0,469,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
19,Zubimendi,Martín,Zubimendi Ibáñez,1,3,53,-2,0,a,,,,1.0,5,1.0,89,0,0.6,408,3244,0,0,0,0,0,0,0,0,16,13.4,5.0,29.0,4.8,0.21,0.04,0.25,0.21,0.04,0.25,1.4,12,12.13,,,,0.9,1.0,1.0
20,Dowman,Max,Dowman,1,3,53,-2,0,a,,,,0.2,1,1.0,9,0,0.1,377,486,0,0,0,0,0,0,0,0,4,2.0,14.8,0.0,1.7,0.00,0.08,0.08,0.0,0.8,0.8,3.1,0,0.0,,,,0.2,0.2,0.2
22,Nwaneri,Ethan,Nwaneri,1,3,54,-1,0,u,0,Has joined Borussia Dortmund on loan for the rest of the season,2026-09-02T16:01:07.058827Z,0.0,0,0.0,0,0,0.0,0,45,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
23,Fábio Vieira,Fábio,Ferreira Vieira,1,3,55,0,0,u,0,Has joined Hamburger SV permanently,2026-09-02T16:00:28.446370Z,0.0,0,0.0,0,0,0.0,0,33,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
24,Nelson,Reiss,Nelson,1,3,55,0,0,u,0,has departed the club as a free agent.,2026-08-29T00:33:08.556767Z,0.0,0,0.0,0,0,0.0,0,16,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
25,Gyökeres,Viktor,Gyökeres,1,4,71,-4,-1,a,,,,0.5,2,1.0,29,0,3.1,4879,14180,0,0,0,0,0,0,0,0,7,0.0,14.7,0.0,1.4,0.00,0.23,0.23,0.0,0.71,0.71,2.02,1,3.1,2,,,0.3,0.5,0.5
26,Havertz,Kai,Havertz,1,4,76,1,0,a,,,,3.2,19,3.8,437,5,8.5,48699,39879,2,0,3,4,1,0,0,2,82,89.4,71.3,165.0,32.6,1.67,0.37,2.04,0.34,0.08,0.42,0.81,13,2.68,,,,2.5,3.2,3.2
27,G.Jesus,Gabriel,Fernando de Jesus,1,4,59,-1,0,u,0,Has joined FC Barcelona permanently,2026-09-02T16:00:28.475184Z,0.0,0,0.0,0,0,0.1,0,806,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
31,Konsa,Ezri,Konsa Ngoyo,1,2,46,1,1,a,,,,3.0,12,3.0,281,3,19.4,78970,38085,0,0,1,4,0,0,0,0,36,45.0,14.0,14.0,7.3,0.23,0.02,0.25,0.07,0.01,0.08,1.12,23,7.37,,,,2.6,3.0,3.0
452,Bruno G.,Bruno,Guimarães Rodriguez Moura,1,3,67,-3,0,a,100,,2026-09-04T14:00:08.328779Z,2.2,9,3.0,123,1,1.8,4456,6463,1,0,0,3,0,0,0,1,45,41.0,6.5,19.0,6.6,0.09,0.16,0.25,0.07,0.12,0.19,1.6,12,8.78,4,4,,1.3,2.2,2.2
557,Tzolis,Christos,Tzolis,1,3,63,-2,-1,a,,,,2.5,16,3.2,362,5,12.3,9943,127839,0,2,2,4,2,0,0,1,81,56.4,115.1,46.0,21.8,0.19,0.55,0.74,0.05,0.14,0.19,0.68,23,5.72,,3,,2.5,2.5,2.5
29,M.Bizot,Marco,Bizot,2,1,45,0,0,i,0,Back injury - Expected back 10 Oct,2026-09-17T07:30:09.058151Z,0.0,1,1.0,90,1,0.1,49,862,0,0,0,4,0,0,3,0,1,28.2,0.0,0.0,2.8,0.00,0.00,0.00,0.0,0.0,0.0,3.77,0,0.0,,,,0.2,0.0,0.0
30,Digne,Lucas,Digne,2,2,45,0,0,u,0,Has joined Paris Saint-Germain permanently,2026-08-10T14:03:30.089007Z,0.0,0,0.0,0,0,0.0,0,185,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
32,Cash,Matty,Cash,2,2,44,-1,0,a,100,,2026-09-09T14:30:08.192142Z,1.8,6,1.5,296,3,4.9,2271,22149,0,0,1,7,2,0,0,0,16,36.4,22.3,13.0,7.2,0.15,0.04,0.19,0.05,0.01,0.06,1.81,17,5.17,,1,,1.4,1.8,1.8
33,Mings,Tyrone,Mings,2,2,45,0,0,a,,,,2.2,10,2.5,261,2,0.4,1406,1168,0,0,1,4,1,0,0,0,43,59.8,5.6,17.0,8.2,0.20,0.02,0.22,0.07,0.01,0.08,1.53,24,8.28,,,,2.2,2.2,2.2
34,Pau,Pau,Torres,2,2,45,0,0,i,0,Hamstring injury - Expected back 10 Oct,2026-09-12T18:00:08.712707Z,0.8,3,1.0,187,3,0.3,34,2762,0,0,0,5,0,0,0,0,-4,11.2,1.9,2.0,1.5,0.00,0.01,0.01,0.0,0.0,0.0,2.31,9,4.33,,,,0.7,0.0,0.0
35,Bogarde,Lamare,Bogarde,2,3,49,-1,-1,a,,,,0.0,1,1.0,16,0,0.1,146,391,0,0,0,0,0,0,0,0,3,2.2,0.5,0.0,0.3,0.00,0.00,0.00,0.0,0.0,0.0,1.24,1,5.62,,,,0.2,0.0,0.0
36,Maatsen,Ian,Maatsen,2,2,44,-1,-1,i,0,Ankle injury - Unknown return date,2026-09-12T18:00:08.729468Z,2.2,9,2.2,335,4,0.5,46,5426,0,0,1,7,1,0,0,1,22,34.8,24.5,43.0,10.2,0.28,0.45,0.73,0.08,0.12,0.2,1.76,24,6.45,,,,2.0,0.0,0.0
37,Lindelöf,Victor,Lindelöf,2,2,45,0,0,a,,,,2.5,8,1.6,450,5,0.3,826,1083,0,0,1,9,0,0,0,0,28,74.4,37.3,37.0,14.9,0.44,0.17,0.61,0.09,0.03,0.12,1.84,22,4.4,,,,1.8,2.5,2.5
38,A.García,Andrés,García,2,2,40,0,0,a,,,,0.0,0,0.0,0,0,1.5,1566,5208,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
39,Nedeljkovic,Kosta,Nedeljkovic,2,2,40,0,0,u,0,Has joined Rangers on loan for the rest of the season,2026-08-19T13:56:46.385411Z,0.0,0,0.0,0,0,0.1,0,460,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
41,Buendía,Emiliano,Buendía Stati,2,3,59,-1,0,a,,,,4.8,21,4.2,401,5,1.0,10271,3411,1,0,1,8,0,0,0,3,73,66.0,80.5,59.0,19.6,0.92,0.24,1.16,0.21,0.05,0.26,1.76,34,7.63,1,3,1,3.6,4.8,4.8
44,Bailey,Leon,Bailey,2,3,54,-1,0,u,0,Has joined Olympiakos permanently,2026-09-04T12:35:14.472260Z,0.0,0,0.0,0,0,0.1,0,406,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
45,McGinn,John,McGinn,2,3,54,-1,0,a,,,,4.0,17,3.4,434,5,2.2,5747,7176,0,2,2,7,2,0,0,1,65,52.4,84.9,15.0,14.8,0.77,0.24,1.01,0.16,0.05,0.21,1.72,30,6.22,,2,,3.1,4.0,4.0
46,Barkley,Ross,Barkley,2,3,50,0,0,a,,,,2.0,10,2.0,308,4,0.3,469,1553,0,0,1,8,0,0,0,0,66,42.4,82.3,31.0,15.6,0.38,0.14,0.52,0.11,0.04,0.15,2.15,28,8.18,,4,,2.0,2.0,2.0
47,Kamara,Boubacar,Kamara,2,3,50,0,0,a,100,,2026-07-23T12:01:23.337269Z,3.2,15,3.0,443,5,0.3,1082,1348,0,1,2,7,0,0,0,0,85,68.0,68.8,6.0,14.3,0.12,0.16,0.28,0.02,0.03,0.05,1.71,36,7.31,,,,3.0,3.2,3.2
48,Onana,Amadou,Onana,2,3,49,-1,0,i,0,Knee injury - Unknown return date,2026-07-23T12:01:23.352497Z,0.0,0,0.0,0,0,0.0,32,76,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
49,Iling Jr,Samuel,Iling-Junior,2,3,50,0,0,u,0,Has joined Bolton Wanderers on loan for the rest of the season,2026-08-17T13:52:28.532616Z,0.0,0,0.0,0,0,0.0,0,9,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
50,Burrowes,Bradley,Burrowes,2,3,45,0,0,a,,,,0.0,0,0.0,0,0,0.6,538,2936,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
51,George Hemmings,George,Hemmings,2,3,45,0,0,a,,,,1.8,9,1.8,297,4,1.2,2750,8576,0,0,1,7,0,0,0,0,34,25.2,42.1,25.0,9.1,0.07,0.16,0.23,0.02,0.05,0.07,1.9,19,5.76,,,,2.0,1.8,1.8
52,Alysson,Alysson Edward Franco,da Rocha dos Santos,2,3,50,0,0,d,75,Unspecified injury - 75% chance of playing,2026-09-19T11:30:09.355376Z,1.8,8,2.0,87,0,0.0,61,678,1,0,0,2,1,0,0,0,34,39.8,4.9,25.0,7.0,0.06,0.00,0.06,0.06,0.0,0.06,2.48,8,8.28,,,,1.6,1.8,1.4
53,Manzambi,Johan,Manzambi,2,3,59,-1,0,a,100,,2026-08-15T15:30:06.388335Z,3.5,14,7.0,98,1,0.4,25335,2413,1,1,1,1,0,0,0,2,48,65.8,29.8,60.0,15.6,0.44,0.24,0.68,0.4,0.22,0.62,1.41,9,8.27,,,,2.4,3.5,3.5
54,Gomes,Joao,Gomes,2,3,55,0,0,a,100,,2026-09-16T19:30:08.742410Z,1.0,2,1.0,129,2,0.0,372,150,0,0,0,6,0,1,0,0,11,23.6,24.8,0.0,4.8,0.00,0.03,0.03,0.0,0.02,0.02,2.89,20,13.95,,,,0.4,1.0,1.0
55,Watkins,Ollie,Watkins,2,4,78,-2,0,u,0,Has joined Al Hilal permanently,2026-09-01T13:15:16.698799Z,0.0,0,0.0,0,0,2.5,0,10200,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
56,Abraham,Tammy,Abraham,2,4,55,0,0,a,100,,2026-08-15T16:00:07.558543Z,1.0,4,1.0,71,0,0.2,1358,1485,0,0,0,3,0,0,0,0,13,3.2,6.2,2.0,1.1,0.00,0.00,0.00,0.0,0.0,0.0,3.41,2,2.54,,,,0.7,1.0,1.0
160,Garnacho,Alejandro,Garnacho Ferreyra,2,3,58,-2,0,a,,,,0.5,3,1.0,31,0,0.3,427,2424,0,0,0,0,0,0,0,0,9,1.2,3.6,0.0,0.5,0.00,0.00,0.00,0.0,0.0,0.0,1.42,2,5.81,,,,0.5,0.5,0.5
166,N.Jackson,Nicolas,Jackson,2,4,65,0,0,a,,,,2.5,10,2.5,286,4,1.4,29020,6437,1,0,1,2,2,0,0,1,52,42.8,36.8,76.0,15.4,0.68,0.60,1.28,0.21,0.19,0.4,0.87,9,2.83,2,,,1.5,2.5,2.5
582,Madjo,Brian,Madjo,2,4,54,-1,0,i,0,Unspecified injury - Unknown return date,2026-08-15T16:00:07.974271Z,0.0,0,0.0,0,0,0.2,159,1572,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
596,Ruggeri,Matteo,Ruggeri,2,2,45,0,0,a,,,,1.0,5,1.7,113,1,0.1,431,277,0,0,0,2,0,0,0,0,17,26.0,14.1,1.0,4.1,0.03,0.02,0.05,0.02,0.02,0.04,1.63,16,12.74,,,,1.1,1.0,1.0
597,Suzuki,Zion,Suzuki,2,1,50,0,0,a,,,,4.0,16,4.0,360,4,1.9,11936,5438,0,0,1,5,0,0,15,3,80,115.6,0.0,0.0,11.6,0.00,0.01,0.01,0.0,0.0,0.0,1.36,0,0.0,,,,3.2,4.0,4.0
606,Rowe,Triston,Rowe,2,2,40,0,0,a,,,,0.0,0,0.0,0,0,0.2,263,789,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
607,Lynch,Luka,Lynch,2,3,45,0,0,u,0,Has joined Oxford United on loan until January,2026-09-04T12:35:39.820426Z,0.0,0,0.0,0,0,0.1,0,601,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
611,Wan-Bissaka,Aaron,Wan-Bissaka,2,2,45,0,0,a,,,,1.5,6,1.5,152,2,0.2,1243,1238,0,0,0,2,0,0,0,0,24,42.8,16.4,0.0,5.9,0.00,0.07,0.07,0.0,0.04,0.04,1.94,21,12.43,,,,1.3,1.5,1.5
618,Goretzka,Leon,Goretzka,2,3,59,-1,0,i,0,Knee injury - Expected back 10 Oct,2026-09-09T09:30:08.229436Z,0.0,0,0.0,0,0,0.0,16,372,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
630,Harwood-Bellis,Taylor,Harwood-Bellis,2,2,45,0,0,a,,,,0.0,0,0.0,0,0,0.0,151,154,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
631,Mbaye,Ibrahim,Mbaye,2,3,60,0,0,a,,,,0.7,2,1.0,33,0,0.1,754,1006,0,0,0,3,0,0,0,0,8,9.0,15.2,19.0,4.3,0.02,0.13,0.15,0.05,0.35,0.4,4.47,2,5.45,,,,0.3,0.7,0.7
667,Wright,James,Wright,2,1,40,0,0,a,,,,0.0,0,0.0,0,0,0.1,5812,568,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,1.0,1.0
57,Petrović,Đorđe,Petrović,3,1,45,0,0,a,,,,1.8,9,1.8,450,5,3.0,4980,9191,0,0,0,8,0,0,11,0,45,92.2,0.0,0.0,9.2,0.00,0.00,0.00,0.0,0.0,0.0,1.39,0,0.0,,,,2.0,1.8,1.8
58,Forster,Fraser,Forster,3,1,40,0,0,a,,,,0.0,0,0.0,0,0,3.5,7034,6037,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
59,Dennis,Will,Dennis,3,1,40,0,0,u,0,Has joined MK Dons permanently,2026-08-27T14:53:48.692835Z,0.0,0,0.0,0,0,0.1,0,477,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
60,Hill,James,Hill,3,2,55,0,0,a,,,,2.8,12,2.4,450,5,0.8,2634,2600,0,0,0,8,1,0,0,0,43,119.6,69.3,6.0,19.5,0.00,0.79,0.79,0.0,0.16,0.16,1.39,50,10.0,,,,2.2,2.8,2.8
61,Truffert,Adrien,Truffert,3,2,54,-1,-1,a,,,,2.2,10,2.0,450,5,3.0,3857,10479,0,0,0,8,1,0,0,2,53,104.6,70.5,39.0,21.5,0.11,0.29,0.40,0.02,0.06,0.08,1.39,45,9.0,,,,1.9,2.2,2.2
62,Diakité,Bafodé,Diakité,3,2,49,-1,-1,a,,,,0.0,0,0.0,0,0,0.2,407,836,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
63,Milosavljević,Veljko,Milosavljevic,3,2,49,-1,0,i,0,Thigh injury - Unknown return date,2026-08-06T10:00:10.456051Z,0.0,0,0.0,0,0,0.0,18,36,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
64,Smith,Adam,Smith,3,2,45,0,0,a,,,,0.8,4,0.8,434,5,0.1,347,408,0,0,0,8,3,0,0,0,14,43.6,44.4,4.0,9.1,0.01,0.09,0.10,0.0,0.02,0.02,1.39,21,4.35,,,,0.9,0.8,0.8
65,J.Araujo,Julián,Araujo Zúñiga,3,2,44,-1,0,i,0,Thigh injury - Unknown return date,2026-08-09T08:00:05.645826Z,0.0,0,0.0,0,0,0.0,29,41,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
66,Soler,Julio,Soler Barreto,3,2,40,0,0,a,100,,2026-08-15T16:30:07.021055Z,0.0,0,0.0,0,0,0.3,638,966,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
67,Rayan,Rayan Vitor,Simplício Rocha,3,3,63,-2,-1,a,,,,2.0,10,2.0,434,5,1.6,3312,8641,0,0,0,7,0,0,0,0,45,30.4,50.4,99.0,18.0,0.87,0.43,1.30,0.18,0.09,0.27,1.32,15,3.11,,,,1.6,2.0,2.0
68,Tavernier,Marcus,Tavernier,3,3,61,1,0,a,,,,5.2,31,6.2,424,5,6.7,70517,36694,3,0,0,8,2,0,0,8,153,161.8,146.1,147.0,45.5,1.70,0.92,2.62,0.36,0.2,0.56,1.39,42,8.92,3,1,1,5.1,5.2,5.2
69,Scott,Alex,Scott,3,3,61,1,0,a,,,,7.0,30,6.0,446,5,5.7,19362,33760,1,2,1,7,1,0,0,5,129,102.8,146.4,56.0,30.5,0.64,0.42,1.06,0.13,0.08,0.21,1.38,60,12.11,,2,4,4.9,7.0,7.0
70,Kluivert,Justin,Kluivert,3,3,60,0,0,i,0,Unspecified injury - Unknown return date,2026-09-20T15:30:09.074071Z,3.0,15,3.8,294,4,0.9,2276,15420,1,0,2,3,1,0,0,1,64,62.2,46.5,120.0,22.5,0.99,0.08,1.07,0.3,0.02,0.32,1.37,22,6.73,2,3,2,2.5,3.0,0.0
71,Cook,Lewis,Cook,3,3,50,0,0,a,,,,1.2,8,1.6,180,2,0.2,228,1006,0,0,2,1,1,0,0,0,25,11.8,15.8,0.0,2.8,0.00,0.01,0.01,0.0,0.0,0.0,2.1,14,7.0,,,,1.6,1.2,1.2
72,Gannon-Doak,Ben,Gannon-Doak,3,3,49,-1,0,a,,,,0.8,4,1.0,12,0,0.1,119,322,0,0,0,1,0,0,0,0,15,4.0,2.9,16.0,2.3,0.12,0.05,0.17,0.9,0.38,1.28,4.5,7,52.5,,,,0.8,0.8,0.8
73,Adams,Tyler,Adams,3,3,50,0,0,a,100,,2026-08-15T16:30:07.029928Z,2.8,12,2.4,279,3,0.3,939,1419,0,0,0,7,0,0,0,0,52,45.8,32.2,7.0,8.5,0.03,0.07,0.10,0.01,0.02,0.03,0.88,41,13.23,,,,2.4,2.8,2.8
74,Brooks,David,Brooks,3,3,50,0,0,a,100,,2026-08-15T16:30:07.037929Z,0.8,3,0.8,45,0,0.1,154,288,0,0,0,2,1,0,0,0,8,9.2,23.6,2.0,3.5,0.00,0.07,0.07,0.0,0.14,0.14,1.5,5,10.0,,4,3,0.6,0.8,0.8
75,Christie,Ryan,Christie,3,3,50,0,0,a,100,,2026-07-24T17:30:10.035483Z,1.2,5,1.2,102,1,0.0,252,210,0,0,0,2,0,0,0,0,15,9.4,17.1,31.0,5.2,0.50,0.13,0.63,0.44,0.11,0.55,1.45,14,12.35,,,,1.0,1.2,1.2
76,Tóth.A,Alex,Tóth,3,3,49,-1,0,a,,,,0.2,2,1.0,17,0,0.0,22,49,0,0,0,2,0,0,0,0,8,3.0,0.7,0.0,0.3,0.00,0.00,0.00,0.0,0.0,0.0,2.96,2,10.59,,,,0.4,0.2,0.2
77,Adli,Amine,Adli,3,3,49,-1,0,i,0,Calf injury - Unknown return date,2026-08-15T16:00:07.590566Z,0.0,0,0.0,0,0,0.0,21,63,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
78,Kroupi.Jr,Junior,Kroupi,3,3,74,-1,0,i,0,Foot injury - Expected back 7 Nov,2026-07-29T17:30:09.796802Z,0.0,0,0.0,0,0,0.2,149,711,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,1,,,0.0,0.0,0.0
79,Evanilson,Francisco Evanilson,de Lima Barbosa,3,4,60,0,0,a,,,,3.5,18,3.6,424,5,3.2,14034,18331,0,3,2,5,1,0,0,0,66,71.4,82.6,99.0,25.2,0.87,0.52,1.39,0.18,0.11,0.29,1.37,27,5.73,,,,3.0,3.5,3.5
80,Enes Ünal,Enes,Ünal,3,4,55,0,0,u,0,Has joined Getafe permanently,2026-08-14T14:14:21.881112Z,0.0,0,0.0,0,0,0.0,0,43,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,,,,0.0,0.0,0.0
